country_file;total_population;weighted_lat;weighted_lon
chn_pop_2025_CN_100m_R2024B_v1.tif;1417732515.0144;31.857870419323056;113.460974153330881
abw_pop_2025_CN_100m_R2024B_v1.tif;108122.0000;12.514840053573215;-69.994795671424313
afg_pop_2025_CN_100m_R2024B_v1.tif;43250329.9989;34.555936771375940;67.541672275545722
ago_pop_2025_CN_100m_R2024B_v1.tif;38458843.0015;-10.833729583820070;14.954685164397956
aia_pop_2025_CN_100m_R2024B_v1.tif;14674.0000;18.212103392732118;-63.061909016903485
ala_pop_2025_CN_100m_R2024B_v1.tif;31060.8339;60.152403600740996;19.981891185061979
alb_pop_2025_CN_100m_R2024B_v1.tif;2781867.9997;41.193745474749896;19.846548631588615
and_pop_2025_CN_100m_R2024B_v1.tif;82457.0000;42.520370519717687;1.538538743745836
are_pop_2025_CN_100m_R2024B_v1.tif;11215127.0001;24.882324440857083;55.269822879795733
arg_pop_2025_CN_100m_R2024B_v1.tif;45774539.9988;-32.904620572030389;-61.408345922537031
arm_pop_2025_CN_100m_R2024B_v1.tif;2963242.9998;40.285481153148368;44.581368977569731
asm_pop_2025_CN_100m_R2024B_v1.tif;46389.0000;-14.314012726268718;-170.708404217323164
atg_pop_2025_CN_100m_R2024B_v1.tif;93994.0000;17.114083075383522;-61.818422325811220
aus_pop_2025_CN_100m_R2024B_v1.tif;26835619.8453;-33.048633290932408;144.869137605165349
aut_pop_2025_CN_100m_R2024B_v1.tif;9116871.0005;47.790184168504901;14.701346998797318
aze_pop_2025_CN_100m_R2024B_v1.tif;10368366.0012;40.335369309959127;48.372985170459728
bdi_pop_2025_CN_100m_R2024B_v1.tif;14220671.0008;-3.263510428316823;29.827235667231122
bel_pop_2025_CN_100m_R2024B_v1.tif;11749843.9990;50.845477960578762;4.437143978720628
ben_pop_2025_CN_100m_R2024B_v1.tif;14637545.0006;8.393310925593120;2.303741971879608
bes_pop_2025_CN_100m_R2024B_v1.tif;31027.0000;13.059772339625864;-67.416294197071238
bfa_pop_2025_CN_100m_R2024B_v1.tif;23811645.9985;12.238884581958713;-1.884959790673973
bgd_pop_2025_CN_100m_R2024B_v1.tif;174617260.0056;23.920686149739225;90.241527922177440
bgr_pop_2025_CN_100m_R2024B_v1.tif;6737154.9999;42.713620304283282;24.996219919856802
bhr_pop_2025_CN_100m_R2024B_v1.tif;1626292.9996;26.183486026057732;50.562222308526216
bhs_pop_2025_CN_100m_R2024B_v1.tif;402200.0000;25.211841292684934;-77.413507749209387
bih_pop_2025_CN_100m_R2024B_v1.tif;3152826.0005;44.319273527126285;17.918265235478668
blm_pop_2025_CN_100m_R2024B_v1.tif;11338.0000;17.905453026426169;-62.833506023508228
blr_pop_2025_CN_100m_R2024B_v1.tif;9027493.9995;53.539637264034667;27.799470926170375
blz_pop_2025_CN_100m_R2024B_v1.tif;420046.0000;17.423972839664970;-88.572680500027190
bmu_pop_2025_CN_100m_R2024B_v1.tif;64601.0000;32.297826524360921;-64.779731843432671
bol_pop_2025_CN_100m_R2024B_v1.tif;12497806.0006;-17.586017935836271;-65.459909409594445
bra_pop_2025_CN_100m_R2024B_v1.tif;212422689.0024;-17.094506524304720;-45.909086099463337
brb_pop_2025_CN_100m_R2024B_v1.tif;282559.0001;13.140839662562231;-59.567826974298605
brn_pop_2025_CN_100m_R2024B_v1.tif;464573.9999;4.860469220360765;114.818488200710249
btn_pop_2025_CN_100m_R2024B_v1.tif;793942.9997;27.322807755651706;89.969260843922726
bwa_pop_2025_CN_100m_R2024B_v1.tif;2541725.9992;-23.031911777799859;25.712255012317680
caf_pop_2025_CN_100m_R2024B_v1.tif;5421130.0000;5.426498255899165;18.397528340753443
