country_file;total_population;weighted_lat;weighted_lon
abw_pop_2027_CN_1km_R2024B_UA_v1.tif;108155.0000;12.519249625717343;-69.999014098298446
afg_pop_2027_CN_1km_R2024B_UA_v1.tif;45656243.9820;34.546755032782833;67.532158170008941
ago_pop_2027_CN_1km_R2024B_UA_v1.tif;40809124.9849;-10.829759515065707;14.950943743506423
aia_pop_2027_CN_1km_R2024B_UA_v1.tif;14851.9998;18.215724853681145;-63.065855731220438
ala_pop_2027_CN_1km_R2024B_UA_v1.tif;31351.3642;60.154428467307469;19.972977173630369
alb_pop_2027_CN_1km_R2024B_UA_v1.tif;2740903.0023;41.199023752605875;19.837142750384889
and_pop_2027_CN_1km_R2024B_UA_v1.tif;84154.0003;42.524393275235710;1.533312343143844
are_pop_2027_CN_1km_R2024B_UA_v1.tif;11672491.0004;24.885878228993437;55.265968294552451
arg_pop_2027_CN_1km_R2024B_UA_v1.tif;46079252.9990;-32.895365682142014;-61.436595592165411
arm_pop_2027_CN_1km_R2024B_UA_v1.tif;2920343.9989;40.290452013994603;44.577410679021362
asm_pop_2027_CN_1km_R2024B_UA_v1.tif;44968.9999;-14.310724771363988;-170.714405342595796
atg_pop_2027_CN_1km_R2024B_UA_v1.tif;94828.0001;17.117833857574233;-61.822218330448976
aus_pop_2027_CN_1km_R2024B_UA_v1.tif;27351103.9981;-33.076146167352434;144.935345638296013
aut_pop_2027_CN_1km_R2024B_UA_v1.tif;9104255.0017;47.796512351243116;14.701880894873451
aze_pop_2027_CN_1km_R2024B_UA_v1.tif;10482650.0029;40.341182571243138;48.387583190414112
bdi_pop_2027_CN_1km_R2024B_UA_v1.tif;14898980.0042;-3.262430653672455;29.822051528811983
bel_pop_2027_CN_1km_R2024B_UA_v1.tif;11781924.0059;50.849418294391434;4.433740526532422
ben_pop_2027_CN_1km_R2024B_UA_v1.tif;15349464.9941;8.385212339499574;2.299136853567961
bes_pop_2027_CN_1km_R2024B_UA_v1.tif;32176.0000;12.986595102503140;-67.496224825559196
bfa_pop_2027_CN_1km_R2024B_UA_v1.tif;24865885.9957;12.240614777817164;-1.887139733778153
bgd_pop_2027_CN_1km_R2024B_UA_v1.tif;178879549.9955;23.920517361112271;90.242179564178954
bgr_pop_2027_CN_1km_R2024B_UA_v1.tif;6643354.9967;42.714102415468602;24.992336933376997
bhr_pop_2027_CN_1km_R2024B_UA_v1.tif;1690774.0008;26.187372347466766;50.558414963288733
bhs_pop_2027_CN_1km_R2024B_UA_v1.tif;405391.9995;25.202936065916134;-77.409736765100689
bih_pop_2027_CN_1km_R2024B_UA_v1.tif;3101117.9979;44.319936855043835;17.917755526953588
blm_pop_2027_CN_1km_R2024B_UA_v1.tif;11610.0001;17.909256842299900;-62.837284509037801
blr_pop_2027_CN_1km_R2024B_UA_v1.tif;8906323.9989;53.545027512744497;27.789836775883604
blz_pop_2027_CN_1km_R2024B_UA_v1.tif;431487.0000;17.427504725150843;-88.576792840833903
bmu_pop_2027_CN_1km_R2024B_UA_v1.tif;64409.9997;32.300968165985246;-64.783638387724579
bol_pop_2027_CN_1km_R2024B_UA_v1.tif;12832702.9919;-17.585125425062596;-65.428271499179075
bra_pop_2027_CN_1km_R2024B_UA_v1.tif;213923212.0166;-17.104688537334241;-45.941981982020593
brb_pop_2027_CN_1km_R2024B_UA_v1.tif;282760.9998;13.144687711869478;-59.571536724997983
brn_pop_2027_CN_1km_R2024B_UA_v1.tif;471463.0009;4.866901228836195;114.818091346478496
btn_pop_2027_CN_1km_R2024B_UA_v1.tif;805007.9976;27.338053905247349;89.913129246995283
caf_pop_2027_CN_1km_R2024B_UA_v1.tif;5792534.0067;5.415389810834287;18.370308383799131
can_pop_2027_CN_1km_R2024B_UA_v1.tif;40628384.9872;46.844832492772539;-88.437011628694449
bwa_pop_2027_CN_1km_R2024B_UA_v1.tif;2624257.9998;-23.050118552238871;25.688664895534714
che_pop_2027_CN_1km_R2024B_UA_v1.tif;9026674.0006;47.025978804689089;7.937272772802435
chl_pop_2027_CN_1km_R2024B_UA_v1.tif;19986969.0035;-33.832556389433705;-71.305251800592060
chn_pop_2027_CN_1km_R2024B_UA_v1.tif;1411369625.1055;31.779056087123685;113.419363677657074
civ_pop_2027_CN_1km_R2024B_UA_v1.tif;33886270.9938;6.735411597910018;-5.282636246852105
cmr_pop_2027_CN_1km_R2024B_UA_v1.tif;31022905.0006;6.407527258329173;11.941048220296608
cod_pop_2027_CN_1km_R2024B_UA_v1.tif;118275755.0165;-3.094336497952417;22.855752390963776
cog_pop_2027_CN_1km_R2024B_UA_v1.tif;6714990.9996;-3.362248451724460;14.340445841444168
cok_pop_2027_CN_1km_R2024B_UA_v1.tif;12617.0000;-20.983894684668325;-159.710736414459745
col_pop_2027_CN_1km_R2024B_UA_v1.tif;54184206.9890;6.115501529118210;-74.762186245595544
com_pop_2027_CN_1km_R2024B_UA_v1.tif;907073.9964;-11.958830169518976;43.911892125641344
cpv_pop_2027_CN_1km_R2024B_UA_v1.tif;530748.0008;15.634752787564977;-23.892850988243069
cri_pop_2027_CN_1km_R2024B_UA_v1.tif;5185422.9989;9.977920860839680;-84.163166659787123
cub_pop_2027_CN_1km_R2024B_UA_v1.tif;10869884.0046;21.834842482387298;-79.433206936104028
cuw_pop_2027_CN_1km_R2024B_UA_v1.tif;185410.0002;12.150197457819738;-68.928704195162666
cxr_pop_2027_CN_1km_R2024B_UA_v1.tif;1033.0993;-10.423655117959798;105.665188988304763
